회사명,종목코드,상장일,총자산(요약재무),부채(요약재무),자본금(요약재무),매출액(영업수익),영업이익,당기순이익(포괄손익계산서),영업활동으로인한현금흐름,부채비율(표준재무),ROA(표준재무),ROE(표준재무),EBITDA마진율(표준재무),자기자본비율(표준재무),공모가 (원),공모금액 (천원),Unnamed: 17,총차입금/EBITDA(표준재무),총자산증가율(표준재무),유동자산증가율(표준재무),당좌자산증가율(표준재무),자기자본증가율(표준재무),매출액(영업수익)증가율(표준재무),영업이익증가율(보고서기재)(표준재무),EBITDA증가율(표준재무),순이익증가율(표준재무),순이익률(표준재무),유동비율(표준재무),현금비율(표준재무),유동부채비율(표준재무),이자보상배율(표준재무),재고자산회전율(표준재무),총자산회전율(표준재무),상장유형,증권구분,업종,상장주선인/,최초상장주식수 (주),상장일 시초가,상장일 종가
쏘카,403550,2022-08-22,419878674.0,269972150.0,2879273.0,284953806.0,-8423142.0,3660720.0,14668790.0,180.09,1.07,4.0,17.7,35.7,28000,101920000,,4.49,58.46,-6.83,-5.64,349.95,30.86,121.33,20.68,흑전,1.28,65.25,51.02,92.27,-0.59,449.27,0.83,신규상장,주권,운송장비 임대업,미래에셋증권 주식회사,32725652,28000.0,26300.0
에이치와이티씨,148930,2022-08-09,35209130.0,18692886.0,3762024.0,32721979.0,6807423.0,6972737.0,4624928.0,113.18,24.6,53.65,25.53,46.91,15000,33900000,,0.76,63.96,14.54,7.79,74.27,53.58,78.04,50.09,113.82,21.31,269.59,67.75,36.92,13.04,21.11,1.15,신규상장,주권,기타 금속 가공제품 제조업,신영증권(주),10075713,14700.0,15850.0
새빗켐,107600,2022-08-04,23885892.0,9239495.0,2048387.0,33388664.0,5540032.0,4422892.0,2734290.0,63.08,21.74,35.77,19.79,61.32,35000,37450000,,0.66,42.18,72.75,84.39,45.24,59.24,112.08,88.11,107.53,13.25,201.36,81.33,45.8,36.82,10.51,1.64,신규상장,주권,기타 화학제품 제조업,한국투자증권(주),4754545,70000.0,72500.0
수산인더스트리,126720,2022-08-01,311175333.0,40478456.0,2000000.0,202220778.0,35242803.0,52592318.0,19326097.0,14.95,18.66,21.79,19.94,86.99,35000,200025000,,0.04,23.17,44.32,164.92,27.73,16.11,49.91,42.91,109.24,26.01,393.27,187.4,12.28,278.87,,0.72,신규상장,주권,건물설비 설치 공사업,삼성증권(주),14286000,33000.0,32500.0
아이씨에이치,368600,2022-07-29,47945806.0,22334383.0,2300172.0,23271487.0,1056560.0,1514619.0,6811970.0,87.2,3.8,8.42,6.22,53.42,34000,40120000,,10.49,50.91,7.69,-15.49,147.17,41.83,-62.56,-52.64,65.19,6.51,100.25,27.97,59.78,1.97,13.39,0.58,신규상장,주권,그외 기타 제품 제조업,삼성증권(주),5664755,30600.0,27000.0
에이프릴바이오,397030,2022-07-28,61376458.0,4210962.0,9179845.0,23395944.0,4446348.0,-52713117.0,3251733.0,7.37,-130.5,-242.98,21.09,93.14,16000,20736000,,0.07,216.21,229.87,229.87,-514.92,,-148.4,-155.9,적확,-225.31,1468.26,1344.22,7.08,2.1,,0.58,신규상장,주권,자연과학 및 공학 연구개발업,엔에이치투자증권(주),10514725,19500.0,21850.0
성일하이텍,365340,2022-07-28,186995162.0,78211035.0,4461824.0,138486972.0,13660428.0,-10152208.0,6905095.0,71.9,-6.15,-15.96,15.26,58.17,50000,133500000,,2.5,30.61,75.92,99.87,488.95,128.89,-314.95,-1296.61,적확,-7.33,130.88,38.42,40.95,2.22,5.65,0.84,신규상장,주권,기초 화학물질 제조업,"대신증권(주),KB증권(주)",11613649,99900.0,88200.0
루닛,328130,2022-07-21,93891881.0,91809530.0,4635370.0,6638999.0,-45661474.0,-73637185.0,-32650690.0,4408.94,-123.73,114.57,-656.66,2.22,30000,36474000,,-0.02,273.52,306.91,309.24,-101.59,364.25,118.03,122.3,적축,-1109.16,102.09,99.69,4207.94,-19.59,52.5,0.11,신규상장,주권,소프트웨어 개발 및 공급업,엔에이치투자증권(주),10519873,30800.0,40000.0
HPSP,403870,2022-07-15,91621767.0,38873020.0,8354858.0,91752312.0,45212381.0,35343560.0,37776504.0,73.69,48.98,81.12,50.29,57.57,25000,75000000,,0.05,73.82,77.78,71.64,53.38,49.98,82.36,80.73,100.15,38.52,239.25,149.35,68.84,261.61,7.05,1.27,신규상장,주권,특수 목적용 기계 제조업,엔에이치투자증권(주),19749715,50000.0,43550.0
영창케미칼,112290,2022-07-14,81711429.0,53998066.0,8056782.0,66430134.0,2236050.0,-813867.0,2739549.0,194.84,-1.02,-3.8,10.28,33.92,18600,44640000,,6.83,4.09,12.2,9.67,83.02,9.33,-46.3,-16.74,적전,-1.23,46.51,3.31,141.11,1.11,7.39,0.83,신규상장,주권,기타 화학제품 제조업,하나증권주식회사,10110545,18400.0,16450.0
코난테크놀로지,402030,2022-07-07,25002129.0,10690754.0,2222222.0,17849096.0,2240099.0,1893973.0,4288069.0,74.7,9.67,20.25,15.99,57.24,25000,30000000,,1.24,76.33,94.83,100.05,225.34,27.48,134.24,81.71,27.31,10.61,349.38,306.7,46.18,19.91,,0.91,신규상장,주권,소프트웨어 개발 및 공급업,한국투자증권(주),5680444,35300.0,30600.0
넥스트칩,396270,2022-07-01,38524235.0,5836815.0,7353658.0,24469249.0,-13472883.0,-21607666.0,-20973887.0,17.86,-62.26,-112.5,-50.62,84.85,13000,33800000,,-0.11,24.71,22.96,-1.33,470.84,135.67,-0.36,-1.53,적확,-88.31,818.25,497.3,13.05,-13.1,3.35,0.71,신규상장,주권,반도체 제조업,대신증권(주),17384240,17150.0,14300.0
보로노이,310210,2022-06-24,51645574.0,32122273.0,5656974.0,14773913.0,-8742412.0,-13485931.0,-18679979.0,164.53,-26.54,-54.35,-49.13,37.8,40000,52000000,,-3.57,3.3,31.11,31.11,-35.15,147.16,-60.13,-64.41,적축,-91.28,106.96,97.89,88.95,-10.8,,0.29,신규상장,주권,기초 의약물질 제조업,"한국투자증권(주),미래에셋증권 주식회사",12638949,36000.0,29350.0
레이저쎌,412350,2022-06-24,15477784.0,3876811.0,3334995.0,9682052.0,-796543.0,-8053718.0,-1436719.0,33.42,-61.28,690.78,-2.93,74.95,16000,25600000,,-3.02,43.37,46.5,22.38,-183.27,149.62,-57.4,-79.48,적확,-83.18,413.33,237.79,30.11,-0.87,5.03,0.74,신규상장,주권,특수 목적용 기계 제조업,삼성증권(주),8425772,20600.0,17350.0
위니아에이드,377460,2022-06-23,280029871.0,181155888.0,4982795.0,486454668.0,34435724.0,24919142.0,49133611.0,183.22,10.53,28.97,9.79,35.31,16200,86930609,,0.93,44.86,35.58,25.16,35.2,16.23,9.31,15.58,0.10,5.12,94.35,24.13,162.33,24.06,21.98,2.06,신규상장,주권,기타 운송관련 서비스업,신한투자증권 주식회사,15393405,14600.0,11000.0
범한퓨얼셀,382900,2022-06-17,56324401.0,31535515.0,3300000.0,46074813.0,6165812.0,3283915.0,16811196.0,127.22,6.31,72.13,15.35,44.01,40000,85440000,,0.93,17.87,12.29,72.11,-258.06,44.43,24.4,26.51,-5.01,7.13,147.8,70.65,103.31,2.14,9.13,0.89,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","한국투자증권(주),엔에이치투자증권(주)",8761000,41000.0,47950.0
청담글로벌,362320,2022-06-03,37185202.0,10936470.0,7662870.0,135548008.0,9364858.0,5817840.0,-456803.0,41.66,19.1,37.75,7.12,70.59,6000,30440094,,0.43,56.6,52.02,66.7,474.14,92.58,151.14,146.92,514.26,4.29,452.36,1.43,26.96,3.96,83.87,4.45,신규상장,주권,생활용품 도매업,"대신증권(주),KB증권(주)",20551290,6500.0,7640.0
가온칩스,399720,2022-05-20,36993115.0,15131119.0,4714160.0,32235607.0,6202436.0,6182766.0,3452902.0,69.21,19.78,37.77,23.06,59.1,14000,28000000,,0.19,44.89,48.01,8.36,101.04,88.53,214.27,163.27,233.89,19.18,216.66,103.08,63.16,66.91,,1.03,신규상장,주권,반도체 제조업,대신증권(주),11488320,24150.0,27100.0
대명에너지,389260,2022-05-16,151597394.0,67556632.0,1500000.0,147391029.0,48515481.0,35585117.0,26869611.0,80.39,28.1,53.66,33.6,55.44,15000,37500000,,0.0,49.14,52.7,23.52,72.95,-6.11,31.14,31.43,138.35,24.14,141.53,73.17,79.23,68.03,,1.16,신규상장,주권,건물 건설업,"한국투자증권(주),삼성증권(주)",17000000,15450.0,13950.0
포바이포,389140,2022-04-28,14880174.0,11308691.0,228000.0,13993497.0,1812890.0,1354291.0,2996475.0,316.64,12.8,47.76,17.97,24.0,17000,30174439,,1.43,136.86,121.77,121.77,70.13,31.45,122.75,147.78,96.78,9.68,258.76,120.18,106.16,4.27,,1.32,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",미래에셋증권 주식회사,10224235,34000.0,44200.0
지투파워,388050,2022-04-01,22551527.0,18553907.0,200000.0,29134566.0,2989636.0,2161628.0,3360601.0,464.12,12.47,74.45,11.06,17.73,16400,14514000,,1.88,86.31,119.2,136.05,120.9,52.66,-4915.78,4664.08,흑전,7.42,162.09,101.82,271.06,10.08,11.54,1.68,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","한국투자증권(주),KB증권(주)",3686835,32800.0,35250.0
세아메카닉스,396300,2022-03-24,47368107.0,13896528.0,624000.0,82694740.0,4968330.0,4254244.0,6778100.0,41.52,8.89,13.57,8.81,70.66,4400,29260000,,0.0,-2.1,-4.79,-5.19,14.56,-6.44,-11.07,-6.27,-25.33,5.14,224.92,90.56,40.46,171.72,21.38,1.73,신규상장,주권,기타 금속 가공제품 제조업,신한투자증권 주식회사,26489500,8800.0,7600.0
공구우먼,366030,2022-03-23,23980267.0,2725739.0,50370.0,32683410.0,5379170.0,4345851.0,5148250.0,12.82,20.42,22.92,17.77,88.63,20000,22400000,,0.04,29.09,49.48,51.99,27.56,31.98,61.34,54.45,42.26,13.3,440.35,348.86,12.82,235.88,25.18,1.54,신규상장,주권,"섬유, 의복, 신발 및 가죽제품 소매업",미래에셋증권 주식회사,3672100,3604.0,3337.0
유일로보틱스,388720,2022-03-18,25297056.0,16269406.0,2500000.0,27952389.0,2843599.0,2504540.0,-1045123.0,180.22,10.91,32.35,11.28,35.69,10000,21500000,,2.6,22.76,42.72,28.77,39.82,16.26,-3.02,-1.4,-13.23,8.96,214.74,32.07,88.22,7.83,10.81,1.22,신규상장,주권,특수 목적용 기계 제조업,한국투자증권(주),8580846,20000.0,26000.0
모아데이타,288980,2022-03-10,19309434.0,13670037.0,1193236.0,13785094.0,3085425.0,2093497.0,654157.0,242.4,15.0,49.17,29.71,29.21,20000,16000000,,1.59,124.57,126.33,155.03,96.08,58.08,45.52,66.49,13.50,15.19,138.03,65.33,149.95,4.99,7.79,0.99,신규상장,주권,소프트웨어 개발 및 공급업,하나증권주식회사,5361072,18000.0,16050.0
비씨엔씨,146320,2022-03-03,54588583.0,41592782.0,4300000.0,45405770.0,7860324.0,3943460.0,4801957.0,320.05,8.51,35.54,21.99,23.81,13000,32500000,,2.18,43.48,-9.08,-50.12,41.32,40.01,525.08,251.85,321.18,8.68,67.59,8.29,222.2,7.35,5.2,0.98,신규상장,주권,반도체 제조업,엔에이치투자증권(주),12367923,26000.0,22600.0
노을,376930,2022-03-03,15552766.0,28192837.0,3340475.0,295264.0,-7247955.0,-8974573.0,-6817848.0,-223.04,-97.96,104.27,-2151.91,-81.27,10000,15000000,,-0.44,461.3,438.6,468.87,176.38,,53.29,45.92,적확,-3039.51,403.13,316.86,-19.2,-7.84,0.81,0.03,신규상장,주권,의료용 기기 제조업,"한국투자증권(주),삼성증권(주)",10425050,9670.0,9210.0
풍원정밀,371950,2022-02-28,52891330.0,30177262.0,1367640.0,35711899.0,585898.0,560764.0,3610846.0,132.86,1.13,3.4,11.74,42.94,15200,45600000,,5.84,13.27,-3.32,-28.35,121.51,-5.66,45.64,22.51,흑전,1.57,64.7,12.98,94.57,0.81,4.19,0.72,신규상장,주권,전자부품 제조업,대신증권(주),21040488,20200.0,21450.0
스톤브릿지벤처스,330730,2022-02-25,48724177.0,8555930.0,7300000.0,24508612.0,14681297.0,12818639.0,-1283807.0,21.3,28.98,,,82.44,8000,32400000,,,22.6,,,40.11,,70.91,,87.73,,,,,,,0.55,신규상장,주권,기타 금융업,"KB증권(주),삼성증권(주)",17878830,7200.0,6510.0
브이씨,365900,2022-02-24,35242400.0,16498882.0,2541400.0,35363581.0,7042176.0,4513147.0,8531414.0,88.02,14.03,30.61,22.78,53.18,15000,15000000,,0.5,21.23,10.29,23.87,74.47,10.76,63.14,54.63,42.75,12.76,235.57,157.68,61.44,9.4,10.37,1.1,신규상장,주권,운동 및 경기용구 제조업,한국투자증권(주),6987800,17400.0,15350.0
퓨런티어,370090,2022-02-23,8515361.0,3419595.0,579060.0,15081638.0,-1502483.0,-2179975.0,-891338.0,67.11,-21.74,-36.15,-6.25,59.84,15000,24000000,,-0.92,-26.19,-35.83,-48.83,-26.85,-16.8,-9.13,-7.87,적축,-14.45,207.08,78.42,53.28,-364.06,8.38,1.5,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","신한투자증권 주식회사,유안타증권(주)",7965980,30000.0,31200.0
바이오에프디엔씨,251120,2022-02-21,17626210.0,5201531.0,3680000.0,8639743.0,2924747.0,2461424.0,2117426.0,41.86,14.96,21.99,40.84,70.49,28000,36400000,,0.92,15.27,-8.34,-14.66,24.71,1.93,0.93,0.87,-3.92,28.49,228.95,161.25,27.66,41.98,7.58,0.52,신규상장,주권,기초 의약물질 제조업,DB증권주식회사,8695700,25200.0,22200.0
나래나노텍,137080,2022-02-08,126972180.0,81008591.0,5213000.0,82804670.0,5659900.0,2272633.0,10226786.0,176.25,1.82,5.03,9.78,36.2,17500,54250000,,5.92,3.24,36.44,63.62,3.57,92.53,-154.99,-203.7,흑전,2.74,62.99,6.06,169.05,3.63,4.41,0.66,신규상장,주권,특수 목적용 기계 제조업,미래에셋증권 주식회사,11059422,15750.0,13900.0
아셈스,136410,2022-02-07,48500967.0,23939017.0,4458450.0,25756511.0,2960156.0,-183676.0,2555482.0,97.46,-0.38,-0.93,15.09,50.64,8000,16000000,,4.61,1.17,4.16,6.59,63.77,-8.29,147.93,87.88,적전,-0.71,128.13,23.97,67.88,4.18,2.62,0.53,신규상장,주권,플라스틱제품 제조업,한국투자증권(주),11019106,16000.0,13500.0
이지트로닉스,377330,2022-02-04,34289823.0,14672895.0,2990000.0,15348581.0,2829540.0,3552098.0,4938722.0,74.8,10.15,27.0,21.39,57.21,22000,43560000,,3.51,-3.88,-18.36,-70.89,193.09,-14.69,-24.27,-20.77,47.22,23.14,172.75,9.48,44.74,3.06,4.36,0.44,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",엔에이치투자증권(주),7965454,23450.0,25500.0
스코넥,276040,2022-02-04,7340678.0,9137547.0,4446361.0,4558263.0,-5437105.0,-8971051.0,-1112344.0,-508.53,-80.16,75.27,-69.86,-24.48,13000,28941900,,-0.5,-51.19,-40.9,-38.79,-91.85,-40.61,-6.97,-8.92,적축,-196.81,39.84,22.78,-447.15,-31.26,6.29,0.41,신규상장,주권,소프트웨어 개발 및 공급업,신영증권(주),12072009,,
LG에너지솔루션,373220,2022-01-27,12342717000.0,5090619000.0,100000000.0,632954000.0,-509130000.0,-377980000.0,-61803000.0,70.2,0.0,0.0,-76.83,58.76,300000,12750000000,,-4.01,,,,,,,,,-59.72,144.09,39.92,40.08,-129.48,1.33,0.1,신규상장,주권,일차전지 및 이차전지 제조업,"KB증권(주),모간스탠리인터내셔날증권회사 서울지점",234000000,597000.0,505000.0
케이옥션,102370,2022-01-24,70127074.0,49868049.0,3000000.0,22885348.0,455273.0,-2821429.0,10113249.0,246.15,-3.76,-13.05,6.88,28.89,20000,32000000,,15.14,-12.23,-23.44,-23.95,-11.86,-18.26,-66.3,-24.09,적전,-12.33,66.35,19.02,227.27,0.13,1.08,0.31,신규상장,주권,상품 중개업,신영증권(주),8909420,13339.0,17340.0
오토앤,353590,2022-01-20,35697279.0,31139964.0,874155.0,49437277.0,4753860.0,3444453.0,1972542.0,683.3,10.51,146.85,13.07,12.77,5300,15251169,,1.97,19.59,34.67,58.7,3309.22,55.65,-1684.56,432.75,흑전,6.97,133.14,13.6,387.49,4.64,6.24,1.51,신규상장,주권,자동차 부품 및 내장품 판매업,미래에셋증권 주식회사,12875570,8800.0,11400.0
마인즈랩,377480,2021-11-23,22137357.0,76954908.0,1477710.0,8285546.0,-3584248.0,-20475380.0,-1661628.0,-140.38,-84.48,45.81,-33.09,-247.62,30000,18133770,,-0.45,-15.94,-20.24,-22.89,58.57,3.35,-43.88,5.74,적확,-247.12,41.65,35.29,-56.16,-88.14,,0.34,신규상장,주권,소프트웨어 개발 및 공급업,"엔에이치투자증권(주),하나증권주식회사",5064283,29650.0,38000.0
알비더블유,361570,2021-11-22,89084315.0,58781367.0,3523760.0,35406268.0,8731949.0,4508116.0,41034980.0,193.98,7.42,27.23,27.92,34.02,21400,26814200,,1.28,174.38,128.95,131.32,976.95,34.1,59.68,51.85,29.94,12.73,114.17,98.53,153.1,17.63,71.12,0.58,신규상장,주권,오디오물 출판 및 원판 녹음업,미래에셋증권 주식회사,7930590,42800.0,38950.0
트윔,290090,2021-11-17,52890356.0,6985987.0,2999147.0,18259561.0,2590572.0,2910158.0,1443423.0,15.22,5.98,6.56,15.77,86.79,22000,26840000,,0.07,18.86,24.65,14.74,7.37,75.4,-174.31,-189.06,흑전,15.94,623.95,475.28,14.15,184.19,6.25,0.37,신규상장,주권,소프트웨어 개발 및 공급업,대신증권(주),7254894,44000.0,41100.0
지오엘리먼트,311320,2021-11-11,24633104.0,3279206.0,2300000.0,13179767.0,2873815.0,2456821.0,3487168.0,15.36,10.75,12.2,26.32,86.69,10000,15470000,,0.14,16.99,31.49,32.24,12.8,38.19,123.91,96.3,78.96,18.64,769.83,548.82,9.86,146.79,5.8,0.58,신규상장,주권,전자부품 제조업,엔에이치투자증권(주),6193410,20000.0,15900.0
아이티아이즈,372800,2021-11-11,20008996.0,13961217.0,2000000.0,51313533.0,2858893.0,3015119.0,5990032.0,230.85,18.23,66.41,6.05,30.23,14300,25411100,,0.15,53.09,50.63,81.44,99.42,38.2,50.22,49.32,31.68,5.88,138.15,67.98,194.96,28.99,,3.1,신규상장,주권,소프트웨어 개발 및 공급업,신한투자증권 주식회사,5776980,28600.0,20050.0
비트나인,357880,2021-11-10,7301311.0,11177231.0,2175896.0,10986327.0,-724567.0,-10083146.0,-1195276.0,-288.38,-129.54,89.39,-1.96,-53.09,11000,22781000,,-19.61,-11.67,-23.51,-24.7,-79.26,-18.52,-84.93,-94.98,적확,-91.78,47.58,41.3,-258.96,-0.73,,1.41,신규상장,주권,소프트웨어 개발 및 공급업,하나증권주식회사,10353956,15250.0,11400.0
디어유,376300,2021-11-10,13657455.0,15925788.0,8349900.0,13047733.0,-454001.0,-2249957.0,1589227.0,-702.09,-18.21,159.11,0.43,-16.61,26000,85800000,,82.75,23.52,138.15,138.15,305.22,675.1,-94.41,-100.73,적축,-17.24,36.44,16.51,-683.17,-1.02,,1.06,신규상장,주권,소프트웨어 개발 및 공급업,한국투자증권(주),20151230,52000.0,66500.0
지니너스,389030,2021-11-08,30396862.0,41620740.0,2665772.0,3794450.0,-3765002.0,-9151647.0,1843576.0,-370.82,-42.19,136.14,-82.27,-36.92,20000,40000000,,-1.07,134.12,237.04,251.14,405.47,175.81,165.36,220.55,적확,-241.19,61.28,56.93,-339.82,-3.61,4.01,0.17,신규상장,주권,자연과학 및 공학 연구개발업,대신증권(주),10869315,18000.0,13400.0
피코그램,376180,2021-11-03,37736616.0,25913293.0,200000.0,24411827.0,3185314.0,2169333.0,3949623.0,219.17,5.88,19.93,17.99,31.33,12500,12500000,,4.53,4.84,59.54,32.13,18.85,29.2,308.01,130.32,2445.87,8.89,139.49,45.11,54.89,5.17,12.68,0.66,신규상장,주권,그외 기타 제품 제조업,IBK투자증권(주),3061578,25000.0,18600.0
카카오페이,377300,2021-11-03,761403131.0,571788863.0,11114446.0,245556235.0,-5545385.0,-17217531.0,64644654.0,301.55,-2.68,-14.43,2.39,24.9,90000,1530000000,,3.24,44.81,36.97,36.97,286.57,74.07,-91.49,-109.04,적축,-7.01,118.19,102.41,289.69,-8.58,,0.38,신규상장,주권,금융 지원 서비스업,"삼성증권(주),골드만삭스증권 서울지점,제이피모간증권회사 서울지점",130367125,180000.0,193000.0
엔켐,348370,2021-11-01,185718022.0,65172318.0,5926400.0,137185577.0,14663596.0,-2336941.0,18023097.0,54.06,-1.49,-3.09,12.63,64.91,42000,95030250,,0.9,46.3,36.36,53.43,291.16,55.97,13.24,16.34,적확,-1.7,193.82,75.09,50.61,2.6,5.96,0.88,신규상장,주권,기초 화학물질 제조업,"신한투자증권 주식회사,대신증권(주)",15107973,81600.0,80000.0
리파인,377450,2021-10-29,49522328.0,13383008.0,1300000.0,54163513.0,20232921.0,16037587.0,13155409.0,37.03,37.03,57.03,38.99,72.98,21000,90930000,,0.05,33.49,73.23,113.72,79.75,21.09,287.72,255.32,189.38,29.61,343.23,215.66,30.36,1250.1,,1.25,신규상장,주권,기타 정보 서비스업,KB증권(주),17330000,18900.0,14300.0
지앤비에스엔지니어링,382800,2021-10-29,46520686.0,25562152.0,3048434.0,42391688.0,7309380.0,4554232.0,-734621.0,121.97,11.79,31.22,18.24,45.05,17400,24795000,,2.31,51.36,58.84,102.22,154.97,42.04,99.14,84.78,22.05,10.74,157.75,50.8,100.45,10.73,6.0,1.1,신규상장,주권,특수 목적용 기계 제조업,삼성증권(주),7164618,24000.0,19200.0
아이패밀리에스씨,114840,2021-10-28,30201839.0,15128768.0,1638250.0,79218233.0,11628192.0,8747100.0,6646723.0,100.37,36.79,84.78,15.64,49.91,25000,20480000,,0.11,74.06,96.11,69.14,171.07,106.37,155.39,135.62,96.34,11.04,208.02,88.42,85.27,183.94,10.51,3.33,신규상장,주권,기타 화학제품 제조업,삼성증권(주),4120276,28650.0,25400.0
차백신연구소,261780,2021-10-22,25747444.0,24174433.0,11194126.0,77796.0,-4234422.0,-6240340.0,-3954336.0,1536.83,-35.35,172.09,-5262.82,6.11,11000,43450000,,-4.6,169.43,177.04,177.04,-117.82,-38.31,47.32,44.17,적확,-8021.41,520.96,516.57,305.53,-5.06,,0.0,신규상장,주권,자연과학 및 공학 연구개발업,삼성증권(주),26429162,11700.0,13000.0
지아이텍,382480,2021-10-21,33580608.0,13793250.0,2900000.0,17189215.0,5289148.0,4164688.0,5490422.0,69.71,13.69,27.92,41.54,58.92,14000,37800000,,1.53,23.27,81.08,87.24,97.02,37.49,217.25,103.17,221.26,24.23,210.31,118.85,36.14,15.26,9.24,0.57,신규상장,주권,특수 목적용 기계 제조업,미래에셋증권 주식회사,7871428,5600.0,7280.0
케이카,381970,2021-10-13,342314459.0,171348576.0,6675500.0,1323113771.0,37698382.0,24129650.0,33469617.0,100.22,7.29,15.11,4.05,49.94,25000,336605775,,2.55,6.97,12.1,52.31,15.23,11.62,29.08,25.34,63.28,1.82,515.07,55.78,21.45,5.41,8.49,4.0,신규상장,주권,자동차 판매업,"엔에이치투자증권(주),골드만삭스증권 서울지점",48086533,22500.0,23000.0
씨유테크,376290,2021-10-08,49692803.0,21799589.0,7000000.0,18916184.0,945272.0,6114294.0,6115841.0,78.15,10.87,22.22,6.6,56.13,6000,31500000,,0.12,-20.84,-30.01,-31.87,2.81,-27.67,-82.35,-78.16,-25.39,32.32,135.17,32.3,76.4,94.52,30.28,0.34,신규상장,주권,전자부품 제조업,대신증권(주),17657500,12000.0,8400.0
아스플로,159010,2021-10-07,72493887.0,43904580.0,1898006.0,44784379.0,4852731.0,6964480.0,4790144.0,153.57,10.01,27.8,12.98,39.44,25000,15750000,,5.7,8.72,-2.22,-16.32,32.88,10.7,39.25,40.05,111.33,15.55,102.11,27.28,100.74,7.68,3.39,0.64,신규상장,주권,일반 목적용 기계 제조업,미래에셋증권 주식회사,4444913,36000.0,28350.0
원준,382840,2021-10-07,64976573.0,40233820.0,400000.0,28986104.0,6025430.0,3395968.0,12718243.0,162.61,6.31,14.74,22.62,38.08,65000,65312455,,2.34,52.2,-9.53,-12.19,15.91,-68.81,-79.94,-78.44,-85.52,11.72,105.92,79.13,120.99,65.09,9.95,0.54,신규상장,주권,특수 목적용 기계 제조업,엔에이치투자증권(주),5020191,34029.0,29024.0
